Displacement-Y
-1.038430e-03
-1.028967e-03
-1.017732e-03
-1.004816e-03
-9.902748e-04
-9.742325e-04
-9.568253e-04
-9.381128e-04
-9.184780e-04
-8.982063e-04
-8.775591e-04
-8.567560e-04
-8.360118e-04
-8.154706e-04
-7.952572e-04
-7.757766e-04
-7.576349e-04
-7.410027e-04
-7.261073e-04
-7.134258e-04
-7.032431e-04
-6.958772e-04
-6.917244e-04
-6.904378e-04
-6.909651e-04
-6.917638e-04
-6.922414e-04
-6.805202e-04
-6.668830e-04
-6.466372e-04
-6.018473e-04
-5.449366e-04
-4.976826e-04
-4.590931e-04
-4.276496e-04
-4.127141e-04
-4.155039e-04
-4.223344e-04
-4.350675e-04
-4.507208e-04
-4.701782e-04
-4.926854e-04
-5.176420e-04
-5.447542e-04
-5.739389e-04
-6.050968e-04
-6.360388e-04
-6.658431e-04
-6.951697e-04
-7.238171e-04
-7.516845e-04
-7.788404e-04
-8.053410e-04
-8.310076e-04
-8.556700e-04
-8.796905e-04
-9.028430e-04
-9.246861e-04
-9.450978e-04
-9.633151e-04
-9.778822e-04
-9.907329e-04
-9.972079e-04
-1.003591e-03
-1.007132e-03
-1.008588e-03
-1.007433e-03
-1.004412e-03
-1.000259e-03
-9.946423e-04
-9.865345e-04
-9.774410e-04
-9.686697e-04
-9.625416e-04
-9.499286e-04
-9.795057e-04
-9.911424e-04
-9.845139e-04
-9.758181e-04
-9.654358e-04
-9.553191e-04
-9.465223e-04
-9.395456e-04
-9.352940e-04
-9.197207e-04
-8.930538e-04
-8.842815e-04
-8.688176e-04
-8.573574e-04
-8.460421e-04
-8.340065e-04
-8.214277e-04
-8.084748e-04
-7.952522e-04
-7.818284e-04
-7.685124e-04
-7.555002e-04
-7.442945e-04
-7.359072e-04
-7.300246e-04
-7.238878e-04
-7.164771e-04
-7.106980e-04
-7.091309e-04
-7.126249e-04
-7.160098e-04
-7.644491e-04
-8.175156e-04
-8.243348e-04
-7.934549e-04
-7.606701e-04
-7.458764e-04
-7.719085e-04
-8.144349e-04
-8.011900e-04
-7.810680e-04
-7.693429e-04
-7.665031e-04
-7.713941e-04
-7.802925e-04
-7.898811e-04
-7.988315e-04
-8.075905e-04
-8.167508e-04
-8.265365e-04
-8.370131e-04
-8.480949e-04
-8.595929e-04
-8.713161e-04
-8.830230e-04
-8.944338e-04
-9.053585e-04
-9.158013e-04
-9.257089e-04
-9.352372e-04
-9.447323e-04
-9.546204e-04
-9.652539e-04
-9.765821e-04
-9.883477e-04
-1.000122e-03
-1.011471e-03
-1.021897e-03
-1.031249e-03
-1.039389e-03
-1.046085e-03
-1.051122e-03
-1.054260e-03
-1.055314e-03
-1.054221e-03
-1.050999e-03
-1.045742e-03
-6.796478e-04
-6.653711e-04
-6.468974e-04
-6.085099e-04
-5.498089e-04
-5.045181e-04
-4.659758e-04
-4.352804e-04
-4.487253e-04
-4.626029e-04
-4.786107e-04
-4.979841e-04
-5.207347e-04
-5.461550e-04
-5.735514e-04
-6.025311e-04
-6.319764e-04
-6.609065e-04
-6.901589e-04
-7.197326e-04
-7.498206e-04
-7.791560e-04
-8.072249e-04
-8.345826e-04
-8.611049e-04
-8.868467e-04
-9.120950e-04
-9.377344e-04
-9.615940e-04
-9.828057e-04
-9.998995e-04
-1.012313e-03
-1.021917e-03
-1.031182e-03
-1.038765e-03
-1.043101e-03
-1.044789e-03
-1.044380e-03
-1.042162e-03
-1.038361e-03
-1.032696e-03
-1.024653e-03
-1.014085e-03
-1.002235e-03
-9.904675e-04
-1.001709e-03
-9.954213e-04
-9.871376e-04
-9.615210e-04
-9.501308e-04
-9.388497e-04
-9.316266e-04
-9.287836e-04
-9.126020e-04
-9.778641e-04
-9.340574e-04
-9.248813e-04
-9.214741e-04
-9.048752e-04
-8.947076e-04
-8.842184e-04
-8.728062e-04
-8.599563e-04
-8.449525e-04
-8.303772e-04
-8.170165e-04
-8.045036e-04
-7.934866e-04
-7.848988e-04
-7.786056e-04
-7.737661e-04
-7.721953e-04
-7.693314e-04
-7.646987e-04
-7.627652e-04
-7.638158e-04
-8.151542e-04
-8.327038e-04
-8.002418e-04
-7.580046e-04
-7.441929e-04
-7.682217e-04
-7.622409e-04
-7.565825e-04
-7.580137e-04
-7.673837e-04
-7.791477e-04
-7.890454e-04
-7.976054e-04
-8.061149e-04
-8.151245e-04
-8.248587e-04
-8.353069e-04
-8.463035e-04
-8.576310e-04
-8.690756e-04
-8.805104e-04
-8.923520e-04
-9.040787e-04
-9.154002e-04
-9.262761e-04
-9.367661e-04
-9.467612e-04
-9.564693e-04
-6.777797e-04
-6.633594e-04
-6.486264e-04
-6.202168e-04
-5.580243e-04
-5.138672e-04
-4.772132e-04
-4.922637e-04
-5.094872e-04
-5.298164e-04
-5.534982e-04
-5.799294e-04
-6.074501e-04
-6.351105e-04
-6.625866e-04
-6.904620e-04
-7.187260e-04
-7.479007e-04
-7.782920e-04
-8.105481e-04
-8.405932e-04
-8.679875e-04
-8.935647e-04
-9.194565e-04
-9.466434e-04
-9.721492e-04
-9.913725e-04
-1.006938e-03
-1.019942e-03
-1.030647e-03
-1.039867e-03
-1.047927e-03
-1.054297e-03
-1.058239e-03
-1.059613e-03
-1.058738e-03
-1.055661e-03
-1.050315e-03
-1.042887e-03
-1.033483e-03
-1.023109e-03
-1.012606e-03
-1.007171e-03
-9.987722e-04
-9.882947e-04
-9.105158e-04
-8.983167e-04
-8.852103e-04
-8.717680e-04
-8.584623e-04
-8.456633e-04
-8.334980e-04
-8.225870e-04
-8.132817e-04
-8.056645e-04
-8.008617e-04
-7.987149e-04
-8.016938e-04
-8.089909e-04
-8.116410e-04
-8.118491e-04
-8.402510e-04
-8.155817e-04
-7.516129e-04
-7.416576e-04
-7.407494e-04
-7.523661e-04
-7.702083e-04
-7.820855e-04
-7.899332e-04
-7.973803e-04
-8.052703e-04
-8.139965e-04
-8.236258e-04
-8.340355e-04
-8.449554e-04
-8.560373e-04
-8.669499e-04
-8.775361e-04
